date,season,year,month,hour,day,workingday,weather,casual,registered,total
2011-07-14,Fall,2011,Jul,3,Thu,Working Day,Clear,1,5,6
2011-07-14,Fall,2011,Jul,4,Thu,Working Day,Clear,0,6,6
2011-07-14,Fall,2011,Jul,5,Thu,Working Day,Clear,6,22,28
2011-07-14,Fall,2011,Jul,6,Thu,Working Day,Clear,14,116,130
2011-07-14,Fall,2011,Jul,7,Thu,Working Day,Clear,23,311,334
2011-07-14,Fall,2011,Jul,8,Thu,Working Day,Clear,53,433,486
2011-07-14,Fall,2011,Jul,9,Thu,Working Day,Clear,29,195,224
2011-07-14,Fall,2011,Jul,10,Thu,Working Day,Clear,32,95,127
2011-07-14,Fall,2011,Jul,11,Thu,Working Day,Clear,38,110,148
2011-07-14,Fall,2011,Jul,12,Thu,Working Day,Clear,51,172,223
2011-07-14,Fall,2011,Jul,13,Thu,Working Day,Clear,39,138,177
2011-07-14,Fall,2011,Jul,14,Thu,Working Day,Clear,49,129,178
2011-07-14,Fall,2011,Jul,15,Thu,Working Day,Clear,42,138,180
2011-07-14,Fall,2011,Jul,16,Thu,Working Day,Clear,43,231,274
2011-07-14,Fall,2011,Jul,17,Thu,Working Day,Clear,78,517,595
2011-07-14,Fall,2011,Jul,18,Thu,Working Day,Clear,94,484,578
2011-07-14,Fall,2011,Jul,19,Thu,Working Day,Clear,67,333,400
2011-07-14,Fall,2011,Jul,20,Thu,Working Day,Clear,81,267,348
2011-07-14,Fall,2011,Jul,21,Thu,Working Day,Clear,58,203,261
2011-07-14,Fall,2011,Jul,22,Thu,Working Day,Clear,42,134,176
2011-07-14,Fall,2011,Jul,23,Thu,Working Day,Clear,27,97,124
2011-07-15,Fall,2011,Jul,0,Fri,Working Day,Clear,23,57,80
2011-07-15,Fall,2011,Jul,1,Fri,Working Day,Clear,7,13,20
2011-07-15,Fall,2011,Jul,2,Fri,Working Day,Clear,16,22,38
2011-07-15,Fall,2011,Jul,3,Fri,Working Day,Clear,1,6,7
2011-07-15,Fall,2011,Jul,4,Fri,Working Day,Clear,2,8,10
2011-07-15,Fall,2011,Jul,5,Fri,Working Day,Clear,7,16,23
2011-07-15,Fall,2011,Jul,6,Fri,Working Day,Cloudy,12,108,120
2011-07-15,Fall,2011,Jul,7,Fri,Working Day,Clear,17,257,274
2011-07-15,Fall,2011,Jul,8,Fri,Working Day,Clear,50,514,564
2011-07-15,Fall,2011,Jul,9,Fri,Working Day,Clear,31,176,207
2011-07-15,Fall,2011,Jul,10,Fri,Working Day,Cloudy,59,107,166
2011-07-15,Fall,2011,Jul,11,Fri,Working Day,Clear,73,137,210
2011-07-15,Fall,2011,Jul,12,Fri,Working Day,Clear,61,177,238
2011-07-15,Fall,2011,Jul,13,Fri,Working Day,Clear,85,162,247
2011-07-15,Fall,2011,Jul,14,Fri,Working Day,Clear,105,160,265
2011-07-15,Fall,2011,Jul,15,Fri,Working Day,Clear,74,163,237
2011-07-15,Fall,2011,Jul,16,Fri,Working Day,Clear,96,265,361
2011-07-15,Fall,2011,Jul,17,Fri,Working Day,Clear,104,483,587
2011-07-15,Fall,2011,Jul,18,Fri,Working Day,Clear,102,394,496
2011-07-15,Fall,2011,Jul,19,Fri,Working Day,Clear,114,280,394
2011-07-15,Fall,2011,Jul,20,Fri,Working Day,Clear,92,251,343
2011-07-15,Fall,2011,Jul,21,Fri,Working Day,Clear,75,186,261
2011-07-15,Fall,2011,Jul,22,Fri,Working Day,Clear,71,152,223
2011-07-15,Fall,2011,Jul,23,Fri,Working Day,Clear,41,126,167
2011-07-16,Fall,2011,Jul,0,Sat,Weekend/Holiday,Clear,42,68,110
2011-07-16,Fall,2011,Jul,1,Sat,Weekend/Holiday,Clear,24,51,75
2011-07-16,Fall,2011,Jul,2,Sat,Weekend/Holiday,Clear,10,48,58
2011-07-16,Fall,2011,Jul,3,Sat,Weekend/Holiday,Clear,6,20,26
2011-07-16,Fall,2011,Jul,4,Sat,Weekend/Holiday,Clear,9,7,16
2011-07-16,Fall,2011,Jul,5,Sat,Weekend/Holiday,Clear,4,6,10
2011-07-16,Fall,2011,Jul,6,Sat,Weekend/Holiday,Clear,16,21,37
2011-07-16,Fall,2011,Jul,7,Sat,Weekend/Holiday,Clear,14,38,52
2011-07-16,Fall,2011,Jul,8,Sat,Weekend/Holiday,Clear,37,90,127
2011-07-16,Fall,2011,Jul,9,Sat,Weekend/Holiday,Clear,72,150,222
2011-07-16,Fall,2011,Jul,10,Sat,Weekend/Holiday,Clear,114,208,322
2011-07-16,Fall,2011,Jul,11,Sat,Weekend/Holiday,Clear,171,225,396
2011-07-16,Fall,2011,Jul,12,Sat,Weekend/Holiday,Clear,187,276,463
2011-07-16,Fall,2011,Jul,13,Sat,Weekend/Holiday,Clear,221,276,497
2011-07-16,Fall,2011,Jul,14,Sat,Weekend/Holiday,Clear,201,232,433
2011-07-16,Fall,2011,Jul,15,Sat,Weekend/Holiday,Clear,205,223,428
2011-07-16,Fall,2011,Jul,16,Sat,Weekend/Holiday,Clear,183,242,425
2011-07-16,Fall,2011,Jul,17,Sat,Weekend/Holiday,Clear,234,241,475
2011-07-16,Fall,2011,Jul,18,Sat,Weekend/Holiday,Clear,185,243,428
2011-07-16,Fall,2011,Jul,19,Sat,Weekend/Holiday,Clear,164,242,406
2011-07-16,Fall,2011,Jul,20,Sat,Weekend/Holiday,Clear,108,188,296
2011-07-16,Fall,2011,Jul,21,Sat,Weekend/Holiday,Clear,85,167,252
2011-07-16,Fall,2011,Jul,22,Sat,Weekend/Holiday,Clear,65,136,201
2011-07-16,Fall,2011,Jul,23,Sat,Weekend/Holiday,Clear,61,107,168
2011-07-17,Fall,2011,Jul,0,Sun,Weekend/Holiday,Clear,34,91,125
2011-07-17,Fall,2011,Jul,1,Sun,Weekend/Holiday,Clear,16,86,102
2011-07-17,Fall,2011,Jul,2,Sun,Weekend/Holiday,Clear,28,66,94
2011-07-17,Fall,2011,Jul,3,Sun,Weekend/Holiday,Clear,21,26,47
2011-07-17,Fall,2011,Jul,4,Sun,Weekend/Holiday,Clear,4,6,10
2011-07-17,Fall,2011,Jul,5,Sun,Weekend/Holiday,Clear,4,8,12
2011-07-17,Fall,2011,Jul,6,Sun,Weekend/Holiday,Clear,10,11,21
2011-07-17,Fall,2011,Jul,7,Sun,Weekend/Holiday,Clear,20,30,50
2011-07-17,Fall,2011,Jul,8,Sun,Weekend/Holiday,Clear,45,73,118
2011-07-17,Fall,2011,Jul,9,Sun,Weekend/Holiday,Clear,74,110,184
2011-07-17,Fall,2011,Jul,10,Sun,Weekend/Holiday,Clear,127,177,304
2011-07-17,Fall,2011,Jul,11,Sun,Weekend/Holiday,Clear,147,244,391
2011-07-17,Fall,2011,Jul,12,Sun,Weekend/Holiday,Clear,177,243,420
2011-07-17,Fall,2011,Jul,13,Sun,Weekend/Holiday,Clear,200,272,472
2011-07-17,Fall,2011,Jul,14,Sun,Weekend/Holiday,Clear,168,262,430
2011-07-17,Fall,2011,Jul,15,Sun,Weekend/Holiday,Clear,129,195,324
2011-07-17,Fall,2011,Jul,16,Sun,Weekend/Holiday,Clear,129,188,317
2011-07-17,Fall,2011,Jul,17,Sun,Weekend/Holiday,Clear,133,236,369
2011-07-17,Fall,2011,Jul,18,Sun,Weekend/Holiday,Clear,147,243,390
2011-07-17,Fall,2011,Jul,19,Sun,Weekend/Holiday,Clear,145,234,379
2011-07-17,Fall,2011,Jul,20,Sun,Weekend/Holiday,Clear,85,177,262
2011-07-17,Fall,2011,Jul,21,Sun,Weekend/Holiday,Clear,59,148,207
2011-07-17,Fall,2011,Jul,22,Sun,Weekend/Holiday,Clear,65,116,181
2011-07-17,Fall,2011,Jul,23,Sun,Weekend/Holiday,Clear,39,54,93
2011-07-18,Fall,2011,Jul,0,Mon,Working Day,Clear,21,30,51
2011-07-18,Fall,2011,Jul,1,Mon,Working Day,Clear,17,8,25
2011-07-18,Fall,2011,Jul,2,Mon,Working Day,Clear,2,8,10
2011-07-18,Fall,2011,Jul,3,Mon,Working Day,Clear,3,4,7
2011-07-18,Fall,2011,Jul,4,Mon,Working Day,Clear,1,3,4
2011-07-18,Fall,2011,Jul,5,Mon,Working Day,Clear,2,15,17
2011-07-18,Fall,2011,Jul,6,Mon,Working Day,Clear,10,95,105
2011-07-18,Fall,2011,Jul,7,Mon,Working Day,Clear,22,255,277
2011-07-18,Fall,2011,Jul,8,Mon,Working Day,Clear,18,329,347
2011-07-18,Fall,2011,Jul,9,Mon,Working Day,Clear,33,170,203
2011-07-18,Fall,2011,Jul,10,Mon,Working Day,Clear,52,78,130
2011-07-18,Fall,2011,Jul,11,Mon,Working Day,Clear,42,99,141
2011-07-18,Fall,2011,Jul,12,Mon,Working Day,Clear,39,126,165
2011-07-18,Fall,2011,Jul,13,Mon,Working Day,Clear,27,125,152
2011-07-18,Fall,2011,Jul,14,Mon,Working Day,Clear,32,106,138
2011-07-18,Fall,2011,Jul,15,Mon,Working Day,Clear,53,111,164
2011-07-18,Fall,2011,Jul,16,Mon,Working Day,Clear,45,220,265
2011-07-18,Fall,2011,Jul,17,Mon,Working Day,Clear,72,473,545
2011-07-18,Fall,2011,Jul,18,Mon,Working Day,Clear,80,478,558
2011-07-18,Fall,2011,Jul,19,Mon,Working Day,Clear,63,335,398
2011-07-18,Fall,2011,Jul,20,Mon,Working Day,Clear,91,232,323
2011-07-18,Fall,2011,Jul,21,Mon,Working Day,Clear,48,154,202
2011-07-18,Fall,2011,Jul,22,Mon,Working Day,Clear,36,104,140
2011-07-18,Fall,2011,Jul,23,Mon,Working Day,Clear,32,59,91
2011-07-19,Fall,2011,Jul,0,Tue,Working Day,Clear,25,26,51
2011-07-19,Fall,2011,Jul,1,Tue,Working Day,Cloudy,7,6,13
2011-07-19,Fall,2011,Jul,2,Tue,Working Day,Clear,9,4,13
2011-07-19,Fall,2011,Jul,3,Tue,Working Day,Clear,2,1,3
2011-07-19,Fall,2011,Jul,4,Tue,Working Day,Clear,1,4,5
2011-07-19,Fall,2011,Jul,5,Tue,Working Day,Cloudy,0,19,19
2011-07-19,Fall,2011,Jul,6,Tue,Working Day,Cloudy,8,126,134
2011-07-19,Fall,2011,Jul,7,Tue,Working Day,Cloudy,28,287,315
2011-07-19,Fall,2011,Jul,8,Tue,Working Day,Cloudy,31,381,412
2011-07-19,Fall,2011,Jul,9,Tue,Working Day,Cloudy,22,177,199
2011-07-19,Fall,2011,Jul,10,Tue,Working Day,Cloudy,29,112,141
2011-07-19,Fall,2011,Jul,11,Tue,Working Day,Clear,29,98,127
2011-07-19,Fall,2011,Jul,12,Tue,Working Day,Clear,26,127,153
2011-07-19,Fall,2011,Jul,13,Tue,Working Day,Clear,33,139,172
2011-07-19,Fall,2011,Jul,14,Tue,Working Day,Clear,41,111,152
2011-07-19,Fall,2011,Jul,15,Tue,Working Day,Clear,48,110,158
2011-07-19,Fall,2011,Jul,16,Tue,Working Day,Clear,61,216,277
2011-07-19,Fall,2011,Jul,17,Tue,Working Day,Clear,68,445,513
2011-07-19,Fall,2011,Jul,18,Tue,Working Day,Clear,80,450,530
2011-07-19,Fall,2011,Jul,19,Tue,Working Day,Clear,54,334,388
2011-07-19,Fall,2011,Jul,20,Tue,Working Day,Clear,48,229,277
2011-07-19,Fall,2011,Jul,21,Tue,Working Day,Clear,47,194,241
2011-07-19,Fall,2011,Jul,22,Tue,Working Day,Clear,36,120,156
2011-07-19,Fall,2011,Jul,23,Tue,Working Day,Light Snow/Rain,19,73,92
2011-07-20,Fall,2011,Jul,0,Wed,Working Day,Clear,11,29,40
2011-07-20,Fall,2011,Jul,1,Wed,Working Day,Clear,4,7,11
2011-07-20,Fall,2011,Jul,2,Wed,Working Day,Clear,2,7,9
2011-07-20,Fall,2011,Jul,3,Wed,Working Day,Clear,2,4,6
2011-07-20,Fall,2011,Jul,4,Wed,Working Day,Clear,0,4,4
2011-07-20,Fall,2011,Jul,5,Wed,Working Day,Clear,4,19,23
2011-07-20,Fall,2011,Jul,6,Wed,Working Day,Cloudy,5,111,116
2011-07-20,Fall,2011,Jul,7,Wed,Working Day,Cloudy,27,276,303
2011-07-20,Fall,2011,Jul,8,Wed,Working Day,Clear,34,404,438
2011-07-20,Fall,2011,Jul,9,Wed,Working Day,Clear,28,181,209
2011-07-20,Fall,2011,Jul,10,Wed,Working Day,Clear,34,76,110
2011-07-20,Fall,2011,Jul,11,Wed,Working Day,Clear,26,116,142
2011-07-20,Fall,2011,Jul,12,Wed,Working Day,Clear,28,121,149
2011-07-20,Fall,2011,Jul,13,Wed,Working Day,Clear,23,97,120
2011-07-20,Fall,2011,Jul,14,Wed,Working Day,Clear,44,83,127
2011-07-20,Fall,2011,Jul,15,Wed,Working Day,Clear,36,102,138
2011-07-20,Fall,2011,Jul,16,Wed,Working Day,Clear,30,204,234
2011-07-20,Fall,2011,Jul,17,Wed,Working Day,Clear,50,405,455
2011-07-20,Fall,2011,Jul,18,Wed,Working Day,Clear,68,429,497
2011-07-20,Fall,2011,Jul,19,Wed,Working Day,Clear,59,323,382
2011-07-20,Fall,2011,Jul,20,Wed,Working Day,Clear,45,264,309
2011-07-20,Fall,2011,Jul,21,Wed,Working Day,Clear,33,209,242
2011-07-20,Fall,2011,Jul,22,Wed,Working Day,Clear,25,144,169
2011-07-20,Fall,2011,Jul,23,Wed,Working Day,Clear,26,73,99
2011-07-21,Fall,2011,Jul,0,Thu,Working Day,Cloudy,13,29,42
2011-07-21,Fall,2011,Jul,1,Thu,Working Day,Cloudy,5,16,21
2011-07-21,Fall,2011,Jul,2,Thu,Working Day,Cloudy,2,4,6
2011-07-21,Fall,2011,Jul,3,Thu,Working Day,Cloudy,1,5,6
2011-07-21,Fall,2011,Jul,4,Thu,Working Day,Cloudy,0,4,4
2011-07-21,Fall,2011,Jul,5,Thu,Working Day,Cloudy,2,16,18
2011-07-21,Fall,2011,Jul,6,Thu,Working Day,Cloudy,6,111,117
2011-07-21,Fall,2011,Jul,7,Thu,Working Day,Cloudy,23,251,274
2011-07-21,Fall,2011,Jul,8,Thu,Working Day,Cloudy,23,358,381
2011-07-21,Fall,2011,Jul,9,Thu,Working Day,Cloudy,34,166,200
2011-07-21,Fall,2011,Jul,10,Thu,Working Day,Cloudy,31,47,78
2011-07-21,Fall,2011,Jul,11,Thu,Working Day,Cloudy,27,79,106
2011-07-21,Fall,2011,Jul,12,Thu,Working Day,Clear,29,106,135
2011-07-21,Fall,2011,Jul,13,Thu,Working Day,Clear,21,81,102
2011-07-21,Fall,2011,Jul,14,Thu,Working Day,Clear,50,97,147
2011-07-21,Fall,2011,Jul,15,Thu,Working Day,Clear,40,93,133
2011-07-21,Fall,2011,Jul,16,Thu,Working Day,Clear,43,167,210
2011-07-21,Fall,2011,Jul,17,Thu,Working Day,Clear,40,374,414
2011-07-21,Fall,2011,Jul,18,Thu,Working Day,Clear,39,343,382
2011-07-21,Fall,2011,Jul,19,Thu,Working Day,Clear,51,233,284
2011-07-21,Fall,2011,Jul,20,Thu,Working Day,Clear,38,199,237
2011-07-21,Fall,2011,Jul,21,Thu,Working Day,Clear,38,187,225
2011-07-21,Fall,2011,Jul,22,Thu,Working Day,Clear,36,113,149
2011-07-21,Fall,2011,Jul,23,Thu,Working Day,Clear,40,73,113
2011-07-22,Fall,2011,Jul,0,Fri,Working Day,Clear,9,51,60
2011-07-22,Fall,2011,Jul,1,Fri,Working Day,Clear,7,17,24
2011-07-22,Fall,2011,Jul,2,Fri,Working Day,Clear,0,14,14
2011-07-22,Fall,2011,Jul,3,Fri,Working Day,Clear,1,6,7
2011-07-22,Fall,2011,Jul,4,Fri,Working Day,Clear,8,5,13
2011-07-22,Fall,2011,Jul,5,Fri,Working Day,Clear,2,17,19
2011-07-22,Fall,2011,Jul,6,Fri,Working Day,Clear,13,83,96
2011-07-22,Fall,2011,Jul,7,Fri,Working Day,Cloudy,20,232,252
2011-07-22,Fall,2011,Jul,8,Fri,Working Day,Cloudy,30,292,322
2011-07-22,Fall,2011,Jul,9,Fri,Working Day,Clear,31,177,208
2011-07-22,Fall,2011,Jul,10,Fri,Working Day,Clear,32,83,115
2011-07-22,Fall,2011,Jul,11,Fri,Working Day,Clear,23,86,109
2011-07-22,Fall,2011,Jul,12,Fri,Working Day,Clear,20,95,115
2011-07-22,Fall,2011,Jul,13,Fri,Working Day,Clear,25,98,123
2011-07-22,Fall,2011,Jul,14,Fri,Working Day,Clear,24,77,101
2011-07-22,Fall,2011,Jul,15,Fri,Working Day,Clear,32,101,133
2011-07-22,Fall,2011,Jul,16,Fri,Working Day,Light Snow/Rain,29,153,182
2011-07-22,Fall,2011,Jul,17,Fri,Working Day,Clear,35,271,306
2011-07-22,Fall,2011,Jul,18,Fri,Working Day,Clear,34,250,284
2011-07-22,Fall,2011,Jul,19,Fri,Working Day,Cloudy,40,210,250
2011-07-22,Fall,2011,Jul,20,Fri,Working Day,Clear,46,166,212
2011-07-22,Fall,2011,Jul,21,Fri,Working Day,Clear,38,152,190
2011-07-22,Fall,2011,Jul,22,Fri,Working Day,Cloudy,44,105,149
2011-07-22,Fall,2011,Jul,23,Fri,Working Day,Clear,19,84,103
2011-07-23,Fall,2011,Jul,0,Sat,Weekend/Holiday,Clear,16,85,101
2011-07-23,Fall,2011,Jul,1,Sat,Weekend/Holiday,Clear,13,57,70
2011-07-23,Fall,2011,Jul,2,Sat,Weekend/Holiday,Clear,13,48,61
2011-07-23,Fall,2011,Jul,3,Sat,Weekend/Holiday,Clear,6,16,22
2011-07-23,Fall,2011,Jul,4,Sat,Weekend/Holiday,Clear,5,4,9
2011-07-23,Fall,2011,Jul,5,Sat,Weekend/Holiday,Clear,1,6,7
2011-07-23,Fall,2011,Jul,6,Sat,Weekend/Holiday,Clear,6,19,25
2011-07-23,Fall,2011,Jul,7,Sat,Weekend/Holiday,Clear,7,38,45
2011-07-23,Fall,2011,Jul,8,Sat,Weekend/Holiday,Clear,24,85,109
2011-07-23,Fall,2011,Jul,9,Sat,Weekend/Holiday,Clear,30,102,132
2011-07-23,Fall,2011,Jul,10,Sat,Weekend/Holiday,Clear,61,137,198
2011-07-23,Fall,2011,Jul,11,Sat,Weekend/Holiday,Clear,62,154,216
2011-07-23,Fall,2011,Jul,12,Sat,Weekend/Holiday,Clear,71,164,235
2011-07-23,Fall,2011,Jul,13,Sat,Weekend/Holiday,Clear,78,167,245
2011-07-23,Fall,2011,Jul,14,Sat,Weekend/Holiday,Clear,84,152,236
2011-07-23,Fall,2011,Jul,15,Sat,Weekend/Holiday,Clear,78,137,215
2011-07-23,Fall,2011,Jul,16,Sat,Weekend/Holiday,Clear,70,151,221
2011-07-23,Fall,2011,Jul,17,Sat,Weekend/Holiday,Clear,70,127,197
2011-07-23,Fall,2011,Jul,18,Sat,Weekend/Holiday,Clear,62,134,196
2011-07-23,Fall,2011,Jul,19,Sat,Weekend/Holiday,Cloudy,80,137,217
2011-07-23,Fall,2011,Jul,20,Sat,Weekend/Holiday,Clear,47,98,145
2011-07-23,Fall,2011,Jul,21,Sat,Weekend/Holiday,Clear,39,115,154
2011-07-23,Fall,2011,Jul,22,Sat,Weekend/Holiday,Clear,37,88,125
2011-07-23,Fall,2011,Jul,23,Sat,Weekend/Holiday,Clear,27,77,104
2011-07-24,Fall,2011,Jul,0,Sun,Weekend/Holiday,Clear,42,77,119
2011-07-24,Fall,2011,Jul,1,Sun,Weekend/Holiday,Clear,33,63,96
2011-07-24,Fall,2011,Jul,2,Sun,Weekend/Holiday,Clear,12,48,60
2011-07-24,Fall,2011,Jul,3,Sun,Weekend/Holiday,Clear,17,20,37
2011-07-24,Fall,2011,Jul,4,Sun,Weekend/Holiday,Clear,1,5,6
2011-07-24,Fall,2011,Jul,5,Sun,Weekend/Holiday,Clear,5,3,8
2011-07-24,Fall,2011,Jul,6,Sun,Weekend/Holiday,Cloudy,9,13,22
2011-07-24,Fall,2011,Jul,7,Sun,Weekend/Holiday,Clear,6,29,35
2011-07-24,Fall,2011,Jul,8,Sun,Weekend/Holiday,Clear,22,82,104
2011-07-24,Fall,2011,Jul,9,Sun,Weekend/Holiday,Clear,42,112,154
2011-07-24,Fall,2011,Jul,10,Sun,Weekend/Holiday,Clear,61,165,226
2011-07-24,Fall,2011,Jul,11,Sun,Weekend/Holiday,Clear,74,169,243
2011-07-24,Fall,2011,Jul,12,Sun,Weekend/Holiday,Clear,85,161,246
2011-07-24,Fall,2011,Jul,13,Sun,Weekend/Holiday,Clear,90,162,252
2011-07-24,Fall,2011,Jul,14,Sun,Weekend/Holiday,Clear,79,204,283
2011-07-24,Fall,2011,Jul,15,Sun,Weekend/Holiday,Clear,68,170,238
2011-07-24,Fall,2011,Jul,16,Sun,Weekend/Holiday,Clear,62,187,249
2011-07-24,Fall,2011,Jul,17,Sun,Weekend/Holiday,Clear,75,174,249
2011-07-24,Fall,2011,Jul,18,Sun,Weekend/Holiday,Clear,67,176,243
2011-07-24,Fall,2011,Jul,19,Sun,Weekend/Holiday,Clear,70,170,240
2011-07-24,Fall,2011,Jul,20,Sun,Weekend/Holiday,Clear,52,143,195
2011-07-24,Fall,2011,Jul,21,Sun,Weekend/Holiday,Clear,42,111,153
2011-07-24,Fall,2011,Jul,22,Sun,Weekend/Holiday,Clear,23,75,98
2011-07-24,Fall,2011,Jul,23,Sun,Weekend/Holiday,Cloudy,13,37,50
2011-07-25,Fall,2011,Jul,0,Mon,Working Day,Cloudy,17,17,34
2011-07-25,Fall,2011,Jul,1,Mon,Working Day,Cloudy,4,8,12
2011-07-25,Fall,2011,Jul,2,Mon,Working Day,Cloudy,3,3,6
2011-07-25,Fall,2011,Jul,3,Mon,Working Day,Clear,2,2,4
2011-07-25,Fall,2011,Jul,4,Mon,Working Day,Clear,0,6,6
2011-07-25,Fall,2011,Jul,5,Mon,Working Day,Clear,2,22,24
2011-07-25,Fall,2011,Jul,6,Mon,Working Day,Cloudy,7,100,107
2011-07-25,Fall,2011,Jul,7,Mon,Working Day,Cloudy,20,257,277
2011-07-25,Fall,2011,Jul,8,Mon,Working Day,Cloudy,34,353,387
2011-07-25,Fall,2011,Jul,9,Mon,Working Day,Clear,11,124,135
2011-07-25,Fall,2011,Jul,10,Mon,Working Day,Clear,30,54,84
2011-07-25,Fall,2011,Jul,11,Mon,Working Day,Cloudy,24,83,107
2011-07-25,Fall,2011,Jul,12,Mon,Working Day,Cloudy,17,50,67
2011-07-25,Fall,2011,Jul,13,Mon,Working Day,Cloudy,14,64,78
2011-07-25,Fall,2011,Jul,14,Mon,Working Day,Cloudy,28,62,90
2011-07-25,Fall,2011,Jul,15,Mon,Working Day,Clear,16,96,112
2011-07-25,Fall,2011,Jul,16,Mon,Working Day,Clear,37,161,198
2011-07-25,Fall,2011,Jul,17,Mon,Working Day,Clear,48,437,485
2011-07-25,Fall,2011,Jul,18,Mon,Working Day,Clear,60,473,533
2011-07-25,Fall,2011,Jul,19,Mon,Working Day,Clear,62,324,386
2011-07-25,Fall,2011,Jul,20,Mon,Working Day,Clear,55,247,302
2011-07-25,Fall,2011,Jul,21,Mon,Working Day,Clear,41,153,194
2011-07-25,Fall,2011,Jul,22,Mon,Working Day,Clear,13,112,125
2011-07-25,Fall,2011,Jul,23,Mon,Working Day,Clear,23,64,87
2011-07-26,Fall,2011,Jul,0,Tue,Working Day,Clear,8,20,28
2011-07-26,Fall,2011,Jul,1,Tue,Working Day,Clear,6,6,12
2011-07-26,Fall,2011,Jul,2,Tue,Working Day,Clear,1,6,7
2011-07-26,Fall,2011,Jul,3,Tue,Working Day,Clear,2,2,4
2011-07-26,Fall,2011,Jul,4,Tue,Working Day,Clear,0,6,6
2011-07-26,Fall,2011,Jul,5,Tue,Working Day,Clear,3,24,27
2011-07-26,Fall,2011,Jul,6,Tue,Working Day,Clear,2,108,110
2011-07-26,Fall,2011,Jul,7,Tue,Working Day,Clear,30,288,318
2011-07-26,Fall,2011,Jul,8,Tue,Working Day,Clear,32,392,424
2011-07-26,Fall,2011,Jul,9,Tue,Working Day,Clear,25,162,187
2011-07-26,Fall,2011,Jul,10,Tue,Working Day,Clear,42,96,138
2011-07-26,Fall,2011,Jul,11,Tue,Working Day,Clear,49,102,151
2011-07-26,Fall,2011,Jul,12,Tue,Working Day,Clear,25,122,147
2011-07-26,Fall,2011,Jul,13,Tue,Working Day,Clear,43,139,182
2011-07-26,Fall,2011,Jul,14,Tue,Working Day,Clear,46,101,147
2011-07-26,Fall,2011,Jul,15,Tue,Working Day,Clear,49,114,163
2011-07-26,Fall,2011,Jul,16,Tue,Working Day,Clear,41,213,254
2011-07-26,Fall,2011,Jul,17,Tue,Working Day,Clear,72,465,537
2011-07-26,Fall,2011,Jul,18,Tue,Working Day,Clear,68,478,546
2011-07-26,Fall,2011,Jul,19,Tue,Working Day,Clear,69,329,398
2011-07-26,Fall,2011,Jul,20,Tue,Working Day,Clear,47,243,290
2011-07-26,Fall,2011,Jul,21,Tue,Working Day,Clear,45,222,267
2011-07-26,Fall,2011,Jul,22,Tue,Working Day,Clear,27,131,158
2011-07-26,Fall,2011,Jul,23,Tue,Working Day,Clear,18,71,89
2011-07-27,Fall,2011,Jul,0,Wed,Working Day,Cloudy,19,26,45
2011-07-27,Fall,2011,Jul,1,Wed,Working Day,Clear,1,9,10
2011-07-27,Fall,2011,Jul,2,Wed,Working Day,Clear,1,5,6
2011-07-27,Fall,2011,Jul,3,Wed,Working Day,Clear,0,4,4
2011-07-27,Fall,2011,Jul,4,Wed,Working Day,Clear,1,3,4
2011-07-27,Fall,2011,Jul,5,Wed,Working Day,Clear,0,18,18
2011-07-27,Fall,2011,Jul,6,Wed,Working Day,Clear,4,119,123
2011-07-27,Fall,2011,Jul,7,Wed,Working Day,Clear,34,313,347
2011-07-27,Fall,2011,Jul,8,Wed,Working Day,Clear,28,405,433
2011-07-27,Fall,2011,Jul,9,Wed,Working Day,Clear,27,189,216
2011-07-27,Fall,2011,Jul,10,Wed,Working Day,Clear,32,82,114
2011-07-27,Fall,2011,Jul,11,Wed,Working Day,Clear,42,94,136
2011-07-27,Fall,2011,Jul,12,Wed,Working Day,Clear,37,132,169
2011-07-27,Fall,2011,Jul,13,Wed,Working Day,Clear,29,151,180
2011-07-27,Fall,2011,Jul,14,Wed,Working Day,Clear,20,107,127
2011-07-27,Fall,2011,Jul,15,Wed,Working Day,Clear,37,103,140
2011-07-27,Fall,2011,Jul,16,Wed,Working Day,Clear,40,228,268
2011-07-27,Fall,2011,Jul,17,Wed,Working Day,Clear,81,491,572
2011-07-27,Fall,2011,Jul,18,Wed,Working Day,Clear,78,463,541
2011-07-27,Fall,2011,Jul,19,Wed,Working Day,Clear,87,288,375
2011-07-27,Fall,2011,Jul,20,Wed,Working Day,Clear,55,239,294
2011-07-27,Fall,2011,Jul,21,Wed,Working Day,Clear,49,196,245
2011-07-27,Fall,2011,Jul,22,Wed,Working Day,Clear,37,143,180
2011-07-27,Fall,2011,Jul,23,Wed,Working Day,Clear,16,93,109
2011-07-28,Fall,2011,Jul,0,Thu,Working Day,Clear,14,31,45
2011-07-28,Fall,2011,Jul,1,Thu,Working Day,Clear,3,26,29
2011-07-28,Fall,2011,Jul,2,Thu,Working Day,Clear,2,5,7
2011-07-28,Fall,2011,Jul,3,Thu,Working Day,Clear,0,5,5
2011-07-28,Fall,2011,Jul,4,Thu,Working Day,Clear,0,6,6
2011-07-28,Fall,2011,Jul,5,Thu,Working Day,Clear,1,26,27
2011-07-28,Fall,2011,Jul,6,Thu,Working Day,Clear,6,110,116
2011-07-28,Fall,2011,Jul,7,Thu,Working Day,Clear,27,278,305
2011-07-28,Fall,2011,Jul,8,Thu,Working Day,Clear,47,409,456
2011-07-28,Fall,2011,Jul,9,Thu,Working Day,Clear,21,189,210
